text,label
아주 나라를 말아드시는구만...,1
 막 이러는데형돈씨는 왠지 친근감있고 뭔가 알았던 사람 같으니 패스앞으로도 쭉 지켜보겠습니다흐흐,0
진주씨 계속나왔음 좋겠닺 진주씨땜에 고삐리에게 받은스트레스 풀어 넘잼있게보고있어,0
22조 들여서 간신히 물 더렵혀 놨는데 이제 와서 보를 없애잔 말여?,1
이 도라이야 진짜 도랐냐???,1
암튼LG화팅임다,0
정은아 전쟁선포 언제하는지 궁금 ㆍ,1
여자친구가 있어요,0
소유진이뿌당ㅜㅜㅜㅜ,0
갤럭시S7 AP 그대로 쓴건 너무 했어 진짜,1
니들은 참가하지 마라,1
 리오넬 메시도 흑인 혼혈이다 ㅈㅂ 들아,1
예상수명이 100살이라고 가정하면 무려 15번 환생하면서 감옥에서 갇혀있어야되네 ㄷㄷ,1
 가을야구 가지못하는팀들도 경기하게 해주는 센스 ㅋㅋㅋ,0
동감..!!트럼프가 위험한건 이제는 미국이 세계적인 경찰(universal police)의 역활을 그만 두고 돈만 따라 가겠다는건 세계를 망하게 하겠다는 것과 같다...!!,1
축하드려요 여자친구,0
너희들 끼리 모여서 무인도나 가서 나라세워 국민들이 필요없다잖아 너같은 지도자는 썩을,1
요리와 담을 쌓은 저에게 너무나도 큰 배움을 주고 계신거 아시나요~~,0
애들 가격은 왜 없고 청소년이냐??????? 어디에도 소인 가격 없이 장사하는 곳은 없다.,1
윤아 나온다니 볼 맛이 뚝 떨어지네...,1
실외인테리어도쪄죽는다이놈들아,1
철저하게조사해서처벌해야합니다,1
뭘 잘했다고 버팅기나~~??,1
흡연충이 언제 슈퍼영웅이 되었냐?,1
감사히 먹었습니다,0
" 이땅에모든 부모님, 존경하고 사랑합니다.-",0
이제 대통령필요없다,1
요즘 경찰들 SNS에만 목숨걸지 경찰다운경찰 몇있겠냐,1
와 듣던중반가순 소식이네~~,0
오빠전역축하해요,0
약국 기획사에 연습생으로 보내는 부모들을 보면 아이들에 대한 사랑이 부족하거나 잘못됐다는것을 알수있다.,1
방통윈지 뭐시긴지 하는 일이 뭐냐,1
"증강,가상현실세계의 대한 관심이 커져가는 가운데 국가에서도 추자를 해준다는 것은 좋은 생각같다.",0
트럼프 이 인간은 자업자득이지 뭐.,1
싫다는데 자꾸 지저분하게 굴면 스토커랑 뭐가 다르지?,1
"삼성마크 저 좁은데에 억지로 우겨넣은 느낌, 답답하다",1
개빠들은 사람보다 개가 더 소중한 놈들이지,1
죽을때까지 빵에서 생수로 샤워하며 지내면서 아니라고 우기면 되겠네.,1
쓰레기네,1
조윤선 이 인간부터 수사하자아주 박그네 하고 하는 짓이 똑같네입만열면 거짓말이고,1
레고는 시티 시리즈가 꿀잼이었는데 ㅋㅋㅋ 도로 판 사서 건물들 세워놓고,0
나한텐 아무 사이 아니라더니 다음번에 폰하는 걸 슬쩍 봤더니 또 그 여사친한테 뭐해?,1
유진 대박 이뻐요,0
다혜누나 수고했어요 ㅠㅠㅠ,0
이제 영국 침몰만이 남았다!,1
 쓰레빠가 왠말입니까.,1
삥 뜯는 양아치 집단은 없어져야..,1
다음주 쯤이면 조윤선 구속 되겠네...,0
내가 고생해봤으니 다른 사람도 똑같이 겪어봐..하는 심리가 참......,1
짖는 개같은 개신교는 종교가 아니라 다단계 사기지,1
저돈은 어디서 나온걸까...ㅡㅡ,1
그니까 인종 차별 좀 그만해라,1
 노조떨거지들 너들 돈줄 곧 없어진다.,1
일단 총기부터 다 수거해라~,1
항상 행복하세요 좋은 곡으로 만나요~,0
이딴나라에서 왜낳음? 금수저아니믄 애가 일단 태어나면 이나라에서 지옥을 만끽할텐데?,1
역시 전라도 죄없는 사람잡는다,1
남편은 박그네 지지하고 마누라는 콜라텍가서 흔들어 제끼고 아주 개콩가루집안이네 ㅋㅋ,1
정말  대단하세요.,0
한국은 비행기 여승무원과 TV기상캐스터를 뽑는 기준이 같은 듯 ㅋㅋ.,1
 그래도 대한민국 살만하다.,0
황제폐하 만세!!!,0
다른 방송사에 찍었으면 우수상 받을 애들이 여기서는 대상후보네,1
어버이라면 체신머리가 있어야지....,1
하늘이 벌하는거지 ㅉㅉ,1
한화와 대한민국의 공통점은 바로 윗대가리의 무능,1
어딜가나 박자 놓치는 고문관 한둘은 나오는데 오늘 집회 촛불 소등 완벽했음.,0
박근혜를 당장 구속 수사 하라,1
그냥 아무것도 없는 스튜디오에서 의상 가져다가 했던 우천시취소특집처럼 해줘도 정말 고마운데 ㅠ ㅠ,0
채식하는 여자는 무조건 걸러라 미신을 진짜로 믿는수준,1
디젤차 운전자 새끼들 구속시켜라.,1
 잠꼬대하고있네,1
다른건 모르겟고 안현모님 너무 예쁨예쁨 하시네...,0
이러는데도 사과하고 돈 받은거라는 말이 나오냐?,1
그래서 우째라고?,1
구원파관계자 박진영이 원더걸스를 수장시키는구나,1
요즘시대에 능력없이 취집하려하는 김치년들 극혐!!,1
짱개들아 니네 국민 전세기도 제한하고 니네 미세먼지도 오는거 제한해라 제발,1
장예원 아나운서님에게 생일 진심으로 축하드립니다.,0
우리 대통령이나 저짝 대통령이나??국민들 골치아프겠다,1
주휴수당 이런 개같은거 하지말고 최저시급을 애초에 올려라,1
 초특급귀요미ㅠㅠ,0
난 공산당이 싫어요,1
생각보다 조합이 상상안감 ㅎㅎ 그치만 축하합니다,0
드라마나 실컷 봐라 이 등짝아,1
올거면 좀 전체적으로 왔으면... 위에만 오면 남쪽은 또 전처럼 빌어먹을 습도가 미쳐날뛰겠네요;,1
세상에서 제일 한심한게 구라 들어주고 있는것이다,1
국민 세금으로 묵고자고싸는 것들이 박근혜스럽게 꼼수를 쓰고 있네!!!,1
모정으로 가득찬 예술이네요,0
벌써 9월 5일이라는 시간이 다가왔네요!,0
유스케...비와이 등장!!! ㅋ,0
그분과 아름다운 만남이 쭈우욱!~~~,0
유재석 의 도전 대단하다..,0
썩은 새누리당 뿌리뽑자!,1
 유느님이하는프로그램마다저를 웃게해주셔서 고맙습니다,0
배우인생작은 아닐수도 있겠지만 진짜 내인생작 될각이네요,0
안녕하세요 형도니오빠!,0
정말 너무 고마워요,0
이슬비 대위 이쁘네...,0
갑자기 연탄이 생각나네 ㅋ 알바 비 떼이면 인생 경험이라 생각하고 넘기라던 분 ㅋㅋ,1
너 천벌받을거야 분명.,1
살인마 전대가리가 아직도 잘 살고 있는 헬조선,1
양상문 염경엽 김경문한테 좀 배워라..,1
이제는 전라도 분들이 미는 사람은 절대로 대통령만들면 안된다.,1
"애네들은 조사하면 할수록 끝도없이 불법이고, 잘못한게 맗노...",1
 저아줌마 국민들 생각안하는 악질입니다,1
분명 연대에 장기호랑 같은 학번 같은 과인 사람들이 있을 텐데 어쩜 한 명도 증언을 안 하나. ㅉㅉ,1
 남녀노소 다양하게 많은 사람들 모인거 보고 벅찼다.,0
경찰들이 대놓고 법을 어기네 . 미친거아냐?,1
대한민국은 헌법위에 떼법이 있습니다,1
좌좀 공화국 인가?,1
조윤선이랑 사진찍은 지드래곤,1
솔직하고 귀엽네ㅋ 볼수록 매력있다ㅎ,0
그래도 닮았다고 해주신 분들 고맙구요...좋은 댓글 달아주신분들도 감사합니다.,0
 어제 아송페 수고하셨어요,0
유재경 혈서라도 썼냐? 그 나물에 그밥~ 거짓말을 철썩같이 해대는 쓰레기들,1
아쿠아맨 마당 불법침입.,1
마리..너무 귀여운 악녀였어요. 임세미씨 앞으로 응원할게요~!,0
예전 유신시대에는 경찰이 벗으라면 다 벗엇다 감히 공권력에 개기다니,1
정유년 새해부터 재수없게...드런 얼굴을 보니...퉤퉤~~,1
요리를 어렵게만 느겼던 저에게 신선함 그 이상입니다.,0
김기희 홍정호 장현수 윤석영 전부다 노답이네 수비 진짜 안쓰럽네 곽태휘라도 갇다써야돼,1
순시리 땀에 언론사들 기세가 등등한 모양인데 이젠 눈에 뵈는게 없냐 똑바로 해라,1
수지 항상 활동 열심히 해줘서 너무 고마워 건강 조심하고 항상 행복하길 기원할께~,0
교수형도 분에 안찬다 !,1
진정아빠다ㅠ 진정한 아빠,0
3념 6개월 중형 돼져라,1
헬조센징은 따로 존재한거였다 딱 지금 정치인들이 원하는 대로 움직이는 정치깡패새끼들은 지들이 그렇게 원하는 독재국가로 보내버려야된다,1
 예전 처럼 편하고 좋았습니다^^,0
백수들 pc방에서 댓글 오지구요,1
반성따위팔요없고 사퇴하세요,1
맨유 : 아스날 경기가 기대된다ㅎㅎ,0
머리를 잘라 조상묘에 걸어놔도 시원찮을 것..바로 잡자..이제는...,1
연아선수 아이스쇼 감상잘했고요,0
기사로도 물타기하네,1
한번 LG는 영원한 LG입니다...,0
저기모인 개돼지들 중 90%는 로또소원 빌었다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
그닥 잘할거같지 않은데.. 멘탈도 그닥이라,1
다른날은 몰라도 그날은 잘 기억하고 있을거다,1
"올때 되니,,온 선수를 굳이....ㅈㅈ",0
 생일축하드립니당~~~~,0
미친 이게 보상이냐? 돌았나,1
근데 LG야 기왕욕먹을거면 150억주고 양현종 사오지 그랬냐....,1
에휴 앵무새같은냔,1
손흥민...토트넘의 승리...!,0
저거 누가뽑았어?확발아버려야해,1
역시 인성논란이 괜히 나온게 아니구나 싶더라;;,1
 설아 수아 대박이 너무 귀여워 ㅋㅋㅋㅋㅋㅋㅋ,0
  앞으로도 쉽게 따라할 수 있는 많은 요리 부탁드려요.,0
김고은 그만나왔음좋겠다 집중이 안돼,1
시간끌기해서버티기진짜지긋지긋하다,1
넥센은 투수오는 혼자나왔냐?,1
와 사이비 박사모들 비공난리네그래 아무리 설쳐도 거짓이 참은 못이긴다,1
차태현 인성 갑이다,0
제발 붐비는 시간에 장애인주차 구역은 이용하지 마라 ~,1
나쁜 대통령 이전에 나쁜고 모자른 인간!!!!!,1
우리나라 국민들 멋져~~,0
위증하면 너도 300여명 아이들을 죽인 살인자다.,1
이유는 간단하다. 하켄크로이츠는 멋지지 않지만 욱일승천기는 멋있기 때문.,1
칭찬이 인색한 남편이백샘 좋은신분 같다고 ㅎㅎ,0
그 부분에 대해서 제대로 사과하고 서로 경제적으로 화합하는게 중요하다.,0
 어려운 결정 훌륭합니다.^^,0
국민은지금 더피눈물나고있다 국정마비.,1
가족은 건드리지 말자,1
"다음에 부르면 저뇬 물고문, 전기고문해라.",1
드러운 할배 할매들 너희들이 나라 욕먹이는거야,1
시비시키 존나 못해!,1
이래도 탄핵이 안돼!?개인 사찰!! 이래도 탄핵을 안해!!,1
그렇게 캠벨은 두목님으로 아스날의 레전드가 되었지..,0
누가 그랬는지 몰라도 상주고 싶다 진짜.,0
 특검 화이팅,0
왜?순실이사진도 옆에 안넣고~~기가찬다.,1
이번 기회에 맛없고 양도적게주는 놈들 싹 정리되길 기대함,1
ㅋㅋ 그냥 박ㄹ혜의 실체는 칠푼이.아바타 답네,1
두테르테 수입해서 이나라를 3개월만 맡기고 싶다,1
 또 위안부 할머니들처럼 현금보상 보다는 사과와 책임자 처벌만이 필요한건가.,1
 만만한게 서민이니까!!,1
제발 관심끄고 순실이하고 골프나 치쇼?,1
음식을  쉽게 만들게 해주고 또 남자들 요리 강습에 큰일을 하고 계십니다.,0
야 조대위 니그 부모가 보고있다이 년아,1
폭탄이라도 헬반도에서 반값에 팔면 구입할 사람 줄을 설듯.,1
박그네!호박에 줄긋는다고 수박되진 않는다!!!,1
표정 웃기네 ㅋㅋㅋㅋ,0
이것도 순실이 짓??,1
어제 밤에 직장에서 상사들과 경기를 보는데 정말 온몸에 전율이 흐르더라구요.,0
 주댕이만 산 새끼들.,1
아차피 이번 정권은 쓰레기였는데... 조금만 참자고요,1
호호호 해외여행 열대지방으로 가야겠네 모기가 무섭지 않아 ㅎㅎㅎ,0
세월호짝내려고 기다리라 ...,1
어떤 결정을 어떻게 내리든 언제나 응원하고 함께할께요,0
 그냥 정계를 떠나~~!!,1
이제 런닝맨은 안보는걸로..,1
안 잡혔을때 애는 니가 안봤을꺼같은데 애도 이용하냐,1
좌빨제동이가 지상파에서 계속 나오는게 특혜다.,1
저 박사모인간들 어떤 인간들인지....,1
그네..순시리..병우...한나라구캐으원 ..다..주겨라!!!,1
기사를 다 읽게 하는 멋진 기자 !! 화이팅,0
미친 국민은 몽둥이가 답 입니다,1
저럴거면 그냥 번역이나 하던가 가수하지말고,1
올해는 경쟁자도 없는데 무라카미 하루키에게 주면 될걸 괜히 미국 딴따라에게 줘서 무라카미 하루키를 물먹였다,1
서로 의식하게 되고 좋아하게 된 시기가 겹쳐서 너무 신기해요,0
 아가의탄생도 아름다운순간!,0
"정말 고맙습니다 , 기자님 화이팅,",0
범퍼 살짝 바꾸고 200만원인상하겠지..,1
개판민국.,1
LG Twins 홧팅!!!,0
 모두 옷 벗어라.,1
철판 두꺼운건 진짜 역대급이네 ㅉㅉ,1
주인공들 모두 서로서로 캐미가 터지는듯 ㅋㅋㅋ,0
 그래도 엘지 올해 잘했고 내년에도 기대된다.,0
너무  고맙고  사랑합니다,0
이런것들도 교수라고진짜 교수들 인성 잣같으네저런짓은 초딩도 안할듯해도 해도 너무하네,1
소스 빼돌려서 짝퉁 쭝도우 이런거만드는거아냐?,1
나랑망친 공범들 이승하야해라,1
개수작 얼마나 쳐먹을려고,1
이제 국정원 댓글부대 니들도 이젠 뒤졌어 이 미친 한심한 븅2신2들아~ㅋㅋㅋㅋ,1
3류행정의 전형적 행태,1
ㅋㅋㅋㅋ대한민국을 자기 금고처럼 쓴거네,1
개인적으로 별로 ~~,1
교민 여러분들이 진정한 애국자입니다.,0
서민은적은액수에도내물죄가성립데는돼웃분은얼마을먹어야내물죄가성립됩니까,1
"이래도 좋다고 박근혜 절친들 개누리당 쳐 뽑는 개,돼지들이 있다는 현실이 슬프다.",1
 진짜 이나라는 돌아가고 있는게 대단한 나라야.,1
전화받은 경찰 이름 얼굴공개해라 !!!!!,1
닭근헤는 1일 버티면 월급 일당 333333원 더받아 먹으려고 치사하게 버틴다,1
돌아보면 니가 밉지만돌아오면 안아줄텐데.,1
역겨운 여자... 면상 보기도 싫다!,1
"이런걸 조합장이라고, 농협 한심한줄 알았지만 심하네",1
 ♥  저 하늘 날아볼까 그대와 둘이서 훨~훨~날 믿을 수 있나요?,0
1번뽑고 닭뽑은사람들은애들한테 평생 죄값치뤄라,1
이번엔 육지담이 질질짜겠지.....,1
월급만 안올라,1
제발 일본의 준법정신과 시민의식을 우리가 좀 배웁시다.,1
응원합니다 의원님,0
유재석 정말 좋은사람입니다,0
세종대왕 지하에서 우신다,1
방송하시면서 많은 레시피 부타드립니다.,0
대댓글에 공감표시 허용 굿임다,0
사기 야 사기 모두가 삭기꾼 대통령부터 사기다.,1
앞뒤에 있는 이상한 애들 놀래켜줌 ㅎㅎㅎㅎㅎ 고마워!,0
노무현 호통이 인기 끈 후론 개나소나 호통이네.,1
감사합니다!,0
대만경제 계속 침체인데 섬짱깨이 독립할 명분도 없음ㅋㅋㅋㅋㅋ,0
기사보면 죄다 불안한 승리라고 말하고 있는데 왜 기자님 혼자 그러기사 없다고 하는지 모르겠네요.,1
과학자들이 저렇게 미개하니 거머리들이야 과학자들 발바닥 때만도 못한 수준이니 말 안해도 알겠지?!!!!!!!,1
 현재 영국은 축제의 장입니다.,0
위증은 무쟈껀 제자리 화형으로 다스려야 함.,1
처가집촌수는원래편하게부른다..다처남이지무슨형님이냐..,1
남들은 뼈빠지게 공부해서 이화여대 들어갔는데 지는 엄마빽으로 들어가고 좋겠다,1
책임있는 쌔뀌들아.,1
참 이 딸년들이 다말아 쳐묵네,1
우리나라가 언제부터 원터미팅까지 신경쓰게됐지?ㅋㅋ,1
역시나 표절의 민족 조센징,1
미친 아직 보지도않앗는데 제목으로 스포쩌네,1
 나보다 2살 쳐 많길래 참는다,1
걍 나대지 말고 혹시 전화 오면 얌전히 받어 ㅉ,1
 롯데의 손아섭이면 그냥 어울립니다,0
요즘은 예전보다 오빠가 더 활기차보여서 좋아요!!,0
칼로 바퀴벌레 대가리 참수했는데 알 까고 죽음 시발,1
양준혁 화이팅,0
여자란 원래 책임감이 없는동물,1
오 선택잘했다 롱런하길~,0
이나쁜년아 악마야,1
 ?세븐틴 해줘서 감사하구 감사해요,0
솔직히 가성비 아닌듯 품질저질임....,1
어디서 개구라를,1
해킹한 사람 실명밝히고 처벌하자 사생활 침해는 범죄다.,1
 90억 노양심이다,1
이서진팬되게해준 프로!!!!,0
특검 개애식끼들이 구속될 날이 반드시 오니 그 때까지 견디어 최후 승자가 될것이다..,1
대체그많은돈으로 뭘하는걸까,1
소혜 화이팅♡♡♡♡♡,0
시크린가든 역린 연기력은 최고였지,0
아니 잡아놓고 못데려오는거냐!!,1
희대의 매국노 변호사들이네,1
노무현이 뻥치고 박근혜가 생행한 역대무능 대통령두명이 합작한거다!,1
걍 노트4나 가만히 계속 써야겠다ㅋㅋㅋ,1
조그만 수첩에 전화번호 빼곡히 적어 가지고 다니던 생각이 나는구나.,0
한화가면 2회 강판이다 ㅍㅎㅎㅎㅎ,1
지금 삼성 주식 사는 바보가 있을까?,1
 챔피언답습니다!,0
일단 박근혜 똥줄 타는거 꿀잼...ㅋㅋㅋㅋ,0
박근혜 4년동안 신성한 청와대에서 못할짓 다하다보니부정탄거다,1
면상에 화장한것과 안한것이 완전 다르긴 하네.노인네.,1
관심 많이 가져주신거 다시한번 감사드립니당^_^,0
라멜라 못하면서 욕심도 드럽게 많네,1
뭐 검토까지 할 필요있나??백일지난 아기도 알겠구먼 ㅠㅠ,1
"휴대용은 제로, 선풍기처럼 먼지 잔뜩 껴서 다 닦아야 겠네... 호구 디쟌!",1
대전은 날씨엄청좋음.,0
현대는 왜 막봐주노?,1
박사모는 왜다 노인들 뿐이냐,1
"공유가 너무 멋있게 나와!!!!""ㅋㅋㅋㅋ",0
보기좋은 단란한가족^^,0
죽여도 시원찮을 쓰레기.,1
알바 종나만네 더럽다,1
이어령씨가 저리 만든거 아님...??,1
아들3명 임창정하고 새엄마가 꼭 키워라!! ㅁ,1
구라좀 치지마 구라청아,1
오타쿠는 가진게많고 뭐든지 원하는건 얻고본다ㅇㅈ?,1
개누리진박 나라개떡 만든소감 한마디해바,1
넌 누구를 원망할래?,1
청문회 증언해도 다 위증이라고 할거면서 왜하는거임?,1
네다음 패배자의 말이였습니다~~~,1
아 웃겨ㅋㅋㅋ 또 바꼈어,0
참 주0아0 하나는 잘 털어요 연세 많으신 영감님 이라 욕도 못 하겠고 ㅉㅉㅉ,1
정말 빡치네요!,1
완전 땡큐지,0
 중계를 안하냐구~~~,1
강호동이 못하겠다고 하니까 이제와서 사과하네...,1
아...진짜! 신이 계시다면 저것들좀 벌주세요.,1
김노인 인터넷 볼줄 모르냐...안보여???,1
퍽이나 연장해주겠다 ㅋㅋㅋㅋ,1
에휴 보기만해도 어이가 없고 화만난다,1
이런게 뉴스라니. . 이게 나라냐?,1
대통령인 내놓으라고 했는데.. 참..,1
중국 욕할거 없는 바퀴벌레 새끼들 어쩌면 그 이하일수도,1
나중에 잡힐텐데....굳이 사기치고싶을까....ㅉㅉ....,1
 최소 10억년은 지나고 난 담에 얘기하자,1
좌좀들 미국이 경찰국가 자처할때는 왜 미국이 경찰국가냐고 제국주의라고 지ㅁ럴ㅎ하더니^^,1
어찌됐건 저런 코스프레가 대한민국에선 불가능하다,1
존경합니다. 대한민국~!,0
우리나라 법이 약한건 다 이런 대기업들이나 힘있는 자들 때문임..,1
ㅋㅋㅋㅋ 급하면 문도 따는 실력자들^^ 쓱~,1
대기업직원 공무원말고는 살기 힘든 시대,1
글쎄...이진욱 이미지가...조용히 그냥 있지...,1
화이팅.. 응원할게요!,0
대통령이 죄를 인정안하니 그 밑에 것들도 난리구나,1
무한도전에서 연기 넘 잘하셨어여...,0
"이해 못할 무슬림이었지만, 이것만은 기립박수쳐주고 싶다.",0
 술취한 사람이 아무리 미워도 차를 저렇게 해놨다가 다른 차랑 부딪히면 어떡하려고?,1
조선도 언론개혁해야지 중딩수준 기래기들이 넘쳐난다,1
진짜 별로야 싸가지없는 말투.,1
퇴근까지 16분 남았당 ㅇㅅㅇ 으흐흐 공조보러가야징 넘흐 기대됨!!ㅋ,0
와 여기 일베 엄청 많네죽기 직전까지 평생 전라도 욕이나 하면세 살아라 방콕 백수 찌질이들아,1
 하여간 맨유는 후..,1
제일 웃긴 건 마지막에 빌클린턴이 훨씬 심하고 자기는 거기에 미치지도 못한단단다 ㅋㅋ 진짜 수준이하네 ㅋㅋ,1
닭대갈 공갈죄도 추가해..,1
소녀시대 미국인 티파니를 국내에서 추방해라,1
구속해야죠,1
 끝까지 안낳을거다!!!,1
감방에서 평생 썩겠네,1
알권리랍시고 숙소앞에서 잠복하는게 기자냐,1
크 배운신분들,0
증거가 계속 나오는데 없다고하니 ㅉㅉ,1
챔스에서 30골도 대단하네..ㄷ..ㄷ..,0
핵 확산 금지라면서 슬금슬금 올릴라카나,1
자랑스러워요!!!,0
이게이게 무슨 국제 망신이냐..부끄러워서 할말이 없다..,1
난 단통법 좋던데? 악플다는 애들은 대부분 폰팔이 및 가족들인가???,1
 21번째 생일을 축하해,0
그네 아줌마 진짜 하야해라,1
요새 로맨스 드라마 정주행 중 인데요,0
여기 나온 여배우들 진짜 다들 최고인듯.,0
이거 외에도 갤럭시 S7 시리즈도 31대나 폭발했는데 왜 기사화 안되는 걸까?,1
얼굴 공개해라,1
여자친구가 판녀충이면 믿고 걸러라.,1
섬성 애플도 별로지만 너네는 더 싫엉~~^^,1
서인국이 갑인듯....,0
정말 열받네.,1
정치인들은 다 기회주의자들인거 몰랐냐??,1
한국 남자들이 결혼할려고 하는이유는 평소에 안하던 효도 아내에게 전가하고 명절에 부려먹기 위해서다!,1
연아양을 처음 발굴한 그분에게 진심으로 감사하고 싶다.,0
 당연히 안되잖아 ㅡ !!,1
더욱더 노동자 국민 빨아먹을 생각 하것지 ..... 그차이야.,1
삼족을 멸하라,1
저 오늘 아빠가 캐럿봉 사주셨어요.,0
그래도 인생드라마는 응팔이다 !-!,0
슈감독이 독일인이시다보니 마데인차이나의 위험성을 잘 모른듯ㅎ,1
추카해여....,0
더이상은 화가나서 견디기가 어렵네요,1
유리다리라서 무서운게 아니라 중국이라서 무서운거,1
박보검은 진짜 말하는대로 다 이루는 듯.대애박!,0
사기일 확률 있다본다.....노이즈마케팅...저런애들 잡아쳐넣어야됨,1
 노점상들 볼 때마다 화가 난다.,1
세금도안내잖아,1
그리고 lp종달새의 비상 너무너무 예뻤어요~,0
청화대불 확!지르자 투쟁!,1
당신 당선에 한표 준 사람들이나 지지자에대해최소한 양심이 있으시다면 꼼수 그만 부리시고 당당히 특검조사에 응하십시요!! 너무 졸렬한 꼼수에 어의가 없습니다.,1
"괴독새끼들이랑 이 빠박 땡초새끼덜은, 요럴 땐 아가리들 싸물지, 쫌.",1
송민호 매력덩어리 나피디 안목 믿어요,0
 점주님이랑 나랑 통했음!!!,0
동영상 저작권 걸렸자나!!!,1
너무고자세로나와 주눅들어그병원가기가싫어,1
결론은얘기가재미있어야한다는거지~김은숙짱~ㅋ,0
"눈 감은년 보니 눈탱이 밤탱이나 됐으면 좋겠네,",1
 지금 이 곳 댓글만 보아도 남자들의 경우 피임에 대해 안일한 생각을 가진 것 같이 보인다.,1
 독재와 오만 비리와 독선.,1
꼭촛불집회 하루전날 힘을주네 똥멍청,1
요즘 65세는 진짜 젊고 최소잡아도 70세로 하는게맞을듯 하네요,1
여기모인 해병대는 진짜해병이 아니도 개병이지,1
"김성근감독, 물러나세요!",1
MB는 글로벌 하네 역시 쥐박이,1
많이받아쳐드시고 이젠 쳐받아먹은 밥값해야것지!!,1
여행경비보태주고 휴일만들어라.,0
왜 이렇게 아재를 싫어함?,1
완전 돌아이 녀인네.,1
우선 생일 진심으로 축하드리구요~,0
좀 제발 나오지마~,1
ㅎㅎㅎ예쁜 아기랑 행복하게 사세요~~~,0
"자식은 개뿔의 자식, 자식을 한뼘 되는 땅에 2~30명 몰아넣고 키우냐?",1
진짜소준열이네요~^^,0
그럼 안녕히계세요^^,0
 구단에선 김성근에 대한 더 이상의 투자는 기대말라!!,1
보수라 칭하지 말고 십상시파 라고 붙여라,1
황교안은 권한대행일뿐 대통령은 아니지..,1
사실이면 직업 깡패지 무슨 선생이냐.,1
총탄자국에 페인트질 함으로써 훼손이다.,1
사람도 아니다....,1
상대는 흉기를 휘두루며 저항하는데 무슨 문명적 조치를 기대하냐,1
내가 구구절절 올린 글 왜 삭제됨?,1
" 그치만 정말로 좋은 정보, 귀한 정보주셔서 참 감사드리고요.",0
결국 닥대가리가 문제구나,1
ㅋㅋ 대놓고 정준하 대상만들기~ 무도 다워요~~♡♡,0
김민희가 아가씨에서 연기를 잘했다 하더라도 개인적인 사생활도 중요하단 생각이듭니다.,1
부끄럽다 자국을부끄러워하는 한국하위놈들이 나라이미지다망치네,1
리그 12승 흥해라,0
대체 이런 건 왜 법으로 금지를 안 하는 걸까,1
전복 이름 지어준거 겁나웃김ㅋㅋㅋㅋㅋㅋㅋㅋ 마이클이라닠ㅋㅋㅋㅋㅋㅋㅋ,0
우리나라도 한국전쟁때 북한에서 못 돌아온 참전용사들 외면하는데,1
이렇게선동하는기사는패스해야됨,1
쓰레기 경찰# 결국 짜내고 짜낸게 단순도박이냐. 일은 저질러놨으니 결과는 있어야겠고...결국 찾아낸게 지인들과 단순도박? ㅎㅎ 사람 인생반병 신만들구.,1
머리는 생각하라고 달린건데...광복절에...,1
오~~특검 잘하고 있네요~~강도를 열배 정도 업해도 될듯요~~오랫만에 박수를 오랫만에 보냅니다~~,0
새해부터 얼굴보니 토할것같음,1
삭제를 하지말고사과를 해야지요,1
박근혜 친일파 아니랄까봐 위안부 할머니들 일본에 팔아버리고 독도에 대해서 일본한테 찍소리도 못하고 있네,1
막되먹은 떼놈들~~,1
니네부터 청문회 나와!!,1
등쳐먹는 사기꾼 새끼들.,1
저러다가 믄일 생기면 또 나라탓할거다.,1
로무현 머리가 반쪽되고 야당 놈들이나 폴더 새키들도 두개골 갈라진 것 같음w,1
역시나 울보검님...멋지십니다..항상 응원할께요^^♡,0
자거거가격이 2-3만원이 적당할것같은데 현실은 6만원이상 비싸다,1
 그냥 여러종이있다고 생각하는것이 답이다,0
어쩔수 없이 헤어지게되었어ㅋㅋ;,0
대기리에 똥만가득찻어 무슨생각으로사는지 한심스럽다,1
안녕하세요 승관님ㅜㅠㅠ,0
넌 누구니? 못생겨서,1
특검을. 믿습니다. 화이팅,0
반역자 닥년 변호하는 색히들도 반역자다 사형시켜야한다,1
여러분 빠따챙겨서 순시리때립시다,1
 밝고 명랑한 소녀던데,0
틀렸어 니넨 최순실 차은택 정유라를 막았어야 했어,1
이스라엘 색휘들은 역시 악 그자체로군,1
그들을 어찌해야할지ㅡㅡ,1
히히 안녕하세요,0
나이스전북진거 ㅊㅋㅊㅋㅊㅋ,0
기사를 읽기 좋고 쏙쏙 알수 있게 정리되어 있어서 좋네요감사합니당~,0
앱등이들 대거 몰렸네.,1
파면도 아니고..장난하냐?,1
백만원짜리 내차는 가기도 잘가고 서기도 잘서고 얼마나 이쁜지 모르겠다 !!,0
왜? 너희들 탈세 드러날까봐 그러니,1
진짜 궁금해서 그러는데 기상청 니들이 말하는 곳곳은 어디냐? 대체?,1
솔직히 남자친구한테 말은 안하지만 고마운게참 많다..,0
개누리당은 6개월 아니 이제 60년이지나도 너희들은 절대로 다음국회에선 얼굴 볼일없겠다,1
다른 시간에은 얼마나 더 헛짓거리를 헷길래 숨기는건지..,1
북에서 후원했다는 개무식한 댓글 올라올줄 알았다ㅋ 무식한 쓉충이들ㅋ,1
에혀 최순실이 다 해먹고...처량하다 부쓰. 평창 올림픽 취소될듯,1
